age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
31,4,94660,9,4,10,1,4,1,0,0,80,2,1
69,5,87361,15,4,10,1,4,1,0,0,40,39,0
32,7,96338,8,4,6,1,4,0,0,0,21,39,0
45,4,158790,11,2,12,1,4,1,0,0,21,39,1
20,4,62841,11,4,4,1,4,0,0,1679,45,39,1
46,8,92425,11,4,4,1,4,1,0,0,40,39,0
46,0,99654,15,2,1,3,1,0,7132,0,40,39,1
37,6,225532,11,0,12,1,4,1,7166,1899,40,30,0
41,4,100888,15,4,6,3,4,1,0,0,35,39,0
68,4,75483,13,2,4,3,4,1,0,0,45,39,1
49,4,107980,3,0,4,0,4,1,0,0,40,7,1
41,4,43461,9,4,12,3,1,0,0,1638,36,39,0
63,4,56408,10,4,1,1,4,0,0,0,21,39,0
68,4,74548,9,0,12,5,4,1,0,0,40,39,0
25,6,165332,15,2,11,1,4,0,14713,0,40,39,0
41,0,170540,11,4,10,4,4,1,0,0,50,39,0
25,4,77306,11,4,5,3,4,1,0,1663,40,39,0
50,6,152918,15,4,0,2,4,1,0,0,40,39,1
20,1,65638,15,4,1,1,4,1,0,0,40,39,1
46,4,172751,11,4,8,4,4,0,0,0,40,39,1
25,4,335381,11,4,0,1,4,0,14512,0,40,0,0
41,4,17854,15,2,10,1,4,0,0,0,40,39,0
36,6,180447,9,4,4,5,4,1,0,0,40,39,0
35,4,80204,9,4,13,1,4,0,0,1642,20,39,0
41,6,92807,9,0,3,0,4,1,0,2355,40,39,0
19,6,52249,11,0,6,5,4,0,7638,0,59,39,0
25,4,196557,3,2,3,1,4,0,24275,0,20,39,0
25,7,146300,11,0,1,1,4,0,0,0,40,39,0
41,4,146397,7,2,0,3,4,1,0,0,40,30,0
45,4,98986,11,4,10,1,4,0,3302,0,69,39,0
25,4,74077,15,4,6,4,4,1,0,0,45,39,0
45,4,282499,12,0,4,1,4,0,0,0,40,39,1
46,4,102918,12,2,12,3,4,1,0,0,58,31,0
19,4,272016,11,4,2,2,1,1,0,0,40,39,0
50,4,75984,11,2,3,1,4,1,0,0,40,39,0
24,4,152108,11,4,8,4,4,1,0,0,21,11,0
20,4,185801,11,2,4,0,4,1,7457,0,40,39,0
45,4,213828,9,2,4,0,4,1,0,0,40,6,0
41,4,22332,9,0,6,4,4,0,0,1662,40,39,0
41,4,157553,11,4,4,3,4,0,3424,0,40,15,1
40,4,113887,15,2,3,0,4,1,0,0,11,12,0
64,6,77697,9,2,8,4,1,0,0,0,40,39,0
63,4,118518,9,4,4,1,4,0,0,0,40,39,1
32,4,65303,14,4,10,1,4,1,0,0,40,39,0
41,4,170867,9,2,10,1,4,1,0,1996,50,39,0
25,4,27940,6,4,4,5,4,1,0,0,22,39,0
61,6,87466,8,2,10,1,4,1,0,0,40,39,1
36,4,230119,1,4,6,0,4,1,0,0,40,39,1
20,4,234044,9,4,0,4,1,0,0,0,21,39,0
62,4,169247,4,4,3,0,4,1,0,0,40,39,0
36,4,95460,15,5,4,1,4,1,14236,0,40,39,1
40,6,26883,9,2,3,0,4,1,0,1993,40,39,1
50,0,74837,12,4,12,4,4,1,0,0,30,0,1
50,4,205417,9,2,3,1,4,0,0,1894,21,39,0
50,4,98631,11,0,5,1,4,1,0,1899,40,21,0
63,4,225084,15,3,1,0,4,1,0,0,11,39,0
41,4,66181,6,4,4,3,4,0,0,0,70,6,1
31,4,83470,15,4,13,2,4,0,0,2365,50,7,1
64,4,304533,0,0,3,1,4,1,100082,0,58,39,0
41,5,195631,9,2,8,4,4,0,0,0,40,39,1
25,4,73957,15,4,2,1,4,1,0,0,36,39,1
46,4,195666,6,6,10,0,2,0,0,1995,40,39,1
50,4,63279,8,2,10,0,4,0,0,0,40,39,0
64,4,57459,9,4,8,1,4,1,0,0,45,18,1
41,7,155487,11,2,10,4,4,1,0,0,40,0,0
40,6,314571,11,4,11,1,4,1,7094,0,36,39,0
41,4,140566,11,2,3,5,4,1,0,0,40,39,0
50,5,176846,15,4,3,1,4,0,0,0,58,39,0
41,4,147825,15,6,12,0,4,1,0,0,11,39,0
32,7,275700,8,2,8,4,4,0,24927,0,40,17,0
57,4,188636,15,0,4,0,4,0,0,0,40,39,1
25,4,175605,12,2,0,1,4,0,15166,0,50,39,0
41,4,95533,15,2,10,4,4,0,0,0,40,39,0
36,4,70047,11,4,12,0,4,1,0,0,40,39,0
25,7,51307,9,4,3,0,4,1,0,0,40,39,0
41,4,89472,11,2,12,1,4,1,0,0,45,39,1
41,4,64007,12,4,14,0,4,1,0,0,22,39,0
36,4,212144,15,2,3,0,4,0,0,0,45,39,0
25,4,157356,6,2,12,4,4,1,0,1645,40,39,0
25,4,118457,9,4,4,0,4,0,0,0,40,39,0
25,4,166383,9,4,8,0,1,1,0,0,57,39,1
31,7,174593,11,4,10,1,4,1,0,0,40,39,0
57,4,84129,15,0,12,4,4,0,0,0,11,39,0
19,4,98324,11,0,6,0,4,0,0,0,45,11,0
36,4,203580,12,4,10,0,4,0,0,0,44,39,0
64,4,75067,12,4,12,1,4,1,0,0,45,39,1
20,4,175360,15,2,12,0,1,0,6116,0,9,39,0
25,4,81681,15,4,4,1,4,1,0,0,59,39,1
41,4,258508,9,0,3,0,4,1,0,0,36,13,1
25,4,239727,11,4,12,0,0,1,0,0,31,39,0
36,2,35797,11,4,6,0,4,0,0,0,40,39,0
25,4,100835,9,2,8,0,1,1,0,0,11,30,0
31,5,66060,12,2,1,1,1,0,0,1897,36,39,0
32,6,89849,7,2,8,4,0,0,0,0,11,0,1
32,4,23541,1,3,4,1,4,0,0,0,50,39,0
41,4,102521,9,2,4,5,4,0,0,0,45,39,0
49,7,280888,9,2,6,0,4,1,0,0,45,39,0
19,6,18599,9,2,3,0,4,1,2904,0,21,0,0
41,4,167902,0,4,6,4,4,1,0,0,11,39,0
56,4,86469,11,4,4,5,4,1,0,0,30,5,1
41,4,70499,11,2,7,3,4,1,0,1667,50,39,1
41,4,158349,7,0,3,1,4,1,0,0,40,39,1
67,6,102821,15,4,12,3,4,1,0,0,50,21,0
25,7,101533,6,0,11,0,1,0,26521,0,40,39,0
19,4,213718,15,2,10,1,4,1,0,0,40,39,0
57,6,97445,9,2,8,2,4,0,0,3094,40,39,0
24,4,154689,15,4,1,0,4,0,0,0,40,18,0
32,6,73533,14,4,8,3,2,0,0,1995,22,32,0
63,4,306659,12,4,10,4,4,1,0,0,58,39,0
24,4,324042,11,2,10,3,4,1,0,2865,40,39,1
51,4,166982,10,2,8,4,4,1,0,0,9,39,0
45,4,117354,11,0,2,1,4,0,0,0,50,40,0
62,4,18272,11,4,7,5,4,1,0,0,30,39,0
31,4,170364,11,4,12,0,4,1,0,1661,40,39,1
26,8,289663,15,4,3,0,4,1,0,0,40,39,0
35,8,192209,3,2,1,0,2,1,0,0,69,39,0
57,4,80535,9,1,4,1,4,0,0,0,40,39,0
45,4,164726,11,2,12,4,4,1,0,0,40,39,0
41,4,18697,15,0,3,1,4,0,0,0,40,31,0
36,4,273260,11,4,6,5,4,1,0,0,40,39,0
19,4,145510,9,0,3,5,4,1,0,0,40,39,0
25,6,197808,5,0,3,4,4,0,0,0,40,39,0
70,5,272838,15,4,12,0,4,0,0,0,20,39,0
25,4,315534,6,2,10,4,4,1,0,0,40,39,0
25,5,60622,11,2,10,1,1,0,0,1656,9,22,1
46,4,108321,9,2,3,4,4,1,0,0,40,38,0
36,4,136904,6,4,10,4,2,1,0,0,70,39,0
41,4,123458,11,2,10,1,2,0,0,0,40,39,1
63,4,225809,15,2,4,4,1,1,0,0,58,33,0
45,4,87405,10,2,12,1,4,1,0,0,40,39,0
36,0,140623,11,0,3,1,1,1,0,0,40,39,0
40,0,356989,5,4,1,0,1,0,0,0,45,39,0
41,4,178328,15,4,10,1,2,1,0,0,11,39,0
63,0,167097,9,2,10,0,4,0,0,0,40,39,1
32,4,178529,11,0,6,1,4,1,14649,0,40,40,0
64,6,284980,15,4,7,3,2,0,0,1650,36,33,0
50,4,259689,9,4,1,0,4,0,0,0,21,39,0
57,2,80998,12,4,5,0,4,0,0,0,40,39,0
41,5,172140,15,4,14,1,4,0,0,0,58,39,1
58,4,174147,9,2,3,2,4,0,0,0,40,39,0
65,4,89775,11,2,8,4,4,1,0,2951,58,39,1
57,4,182195,9,0,12,3,4,1,0,0,50,39,0
20,4,160364,1,4,8,0,4,1,0,0,40,34,0
32,4,158113,12,0,10,0,4,1,3254,0,30,39,1
25,4,318173,6,2,0,5,4,1,3111,0,45,39,1
25,4,166852,9,4,8,3,4,1,0,0,50,39,0
46,4,310586,2,2,4,5,4,0,25292,0,40,39,1
20,4,145948,15,2,12,1,0,1,0,2383,40,39,0
46,5,184072,2,2,3,4,4,0,0,0,50,19,0
67,6,152821,11,4,10,4,4,1,0,0,35,34,1
31,4,150446,15,4,10,3,4,1,0,0,40,39,0
31,4,53097,13,4,4,1,4,1,0,0,40,39,1
25,4,240454,15,2,8,0,4,1,0,0,50,39,1
40,4,213598,12,4,4,4,4,0,0,0,20,39,0
36,4,171146,11,4,7,1,4,1,0,1997,40,39,0
26,4,50283,7,0,3,1,4,1,0,0,45,39,1
51,6,379129,11,2,1,0,1,1,0,0,22,39,1
25,4,97945,12,2,10,1,4,1,7087,0,40,39,1
20,0,104576,7,2,3,4,4,1,0,2930,40,39,1
41,4,208770,9,6,3,1,4,1,7100,0,40,39,1
36,4,115488,9,4,10,3,4,1,0,0,46,39,1
25,4,16928,15,4,4,3,4,1,0,0,35,35,1
25,2,59270,11,2,7,0,4,1,0,0,40,39,0
25,4,28092,9,2,3,1,4,0,0,2360,21,22,0
45,4,226446,14,6,3,3,4,0,0,0,40,39,0
20,4,158309,9,2,12,1,4,1,3354,0,40,39,1
41,4,43566,12,0,10,0,4,1,0,0,40,39,1
41,2,159720,9,2,3,1,3,1,0,2380,68,39,0
36,2,100178,9,0,3,1,2,0,0,0,22,39,0
19,4,258703,7,2,1,3,4,1,98004,0,44,3,0
63,4,143711,12,2,8,0,4,0,0,0,45,39,1
45,4,96158,15,2,10,5,4,1,0,0,58,39,0
32,2,91832,15,0,7,0,2,1,14705,0,45,39,0
31,4,151391,8,4,1,0,4,0,0,0,21,39,0
41,4,60954,0,4,12,1,4,1,0,0,40,39,0
20,8,154835,6,2,1,1,4,1,0,1899,35,26,0
41,4,95171,12,2,7,3,4,1,0,0,11,2,0
41,4,232983,4,4,7,3,4,0,0,0,40,39,0
49,4,80472,11,2,12,4,4,1,0,0,40,39,1
36,8,87558,15,2,3,4,4,0,0,0,40,39,0
56,4,67731,15,2,4,0,4,1,0,0,45,39,1
31,4,94120,15,2,11,3,4,0,0,0,57,30,0
46,4,183374,12,1,13,0,4,1,0,0,70,39,0
50,4,145122,15,0,1,1,4,0,0,0,40,39,0
25,4,223789,6,2,4,1,3,1,0,1660,22,39,0
57,4,22551,15,2,12,4,3,1,0,0,35,39,1
41,4,302286,11,2,14,1,2,1,0,0,59,39,0
50,4,173434,11,4,8,3,4,1,0,0,40,39,0
41,4,76351,15,4,10,4,4,1,0,2370,40,39,0
50,0,16913,9,4,10,0,4,0,0,0,40,39,0
31,4,45755,11,2,4,0,4,0,0,0,21,39,1
57,4,97646,9,2,3,0,4,1,0,0,36,39,1
31,4,90937,9,4,11,2,4,0,0,1899,40,39,0
36,4,24670,12,2,3,0,2,1,0,0,50,38,0
25,4,79574,8,2,1,1,4,1,0,0,36,39,0
25,4,112771,11,2,10,4,4,1,0,1897,50,39,0
45,5,52732,11,2,8,0,4,1,0,0,40,39,0
25,4,164166,11,2,1,1,1,1,0,0,22,39,0
51,7,87143,15,4,4,0,4,0,0,0,40,22,1
25,6,77093,11,2,10,1,4,0,0,0,57,39,0
45,4,104948,9,4,10,1,4,0,3093,0,31,31,0
41,6,93520,11,4,8,2,2,0,0,0,57,39,1
25,4,151673,9,4,3,4,4,1,0,1894,40,39,0
25,5,62775,11,6,1,3,4,1,0,0,40,39,0
63,4,154698,12,2,10,1,1,0,24205,0,30,39,0
57,2,37724,11,4,4,0,4,1,0,0,40,39,1
58,2,254031,15,2,6,0,4,1,0,0,40,39,0
57,5,72600,11,4,1,1,4,0,0,0,50,39,0
66,4,69507,15,0,1,0,4,1,0,0,40,39,0
45,4,150014,9,2,4,4,4,1,0,0,40,39,0
37,5,141362,9,4,12,0,4,1,0,0,45,37,1
41,1,151599,11,4,4,4,4,1,0,0,40,39,0
36,4,78064,9,4,0,1,4,1,0,0,40,9,1
19,4,112484,1,4,10,1,4,0,0,0,21,39,1
40,4,143790,11,4,1,0,4,0,0,0,69,39,0
41,4,135889,12,4,11,1,0,0,0,0,40,39,0
64,5,46255,12,2,1,3,4,1,0,0,36,39,0
31,4,101592,1,2,4,1,4,1,0,0,40,5,0
25,6,277980,7,1,8,0,4,1,0,0,58,39,0
36,4,25864,8,4,13,1,4,1,0,0,36,39,0
63,4,213200,15,5,7,4,4,1,0,0,40,39,0
32,2,149993,11,4,10,5,2,1,0,0,40,39,0
41,4,23354,14,2,5,0,0,1,0,0,36,39,0
57,4,71303,15,2,12,4,2,0,0,0,40,0,1
31,4,240629,9,2,1,2,1,0,0,0,50,39,1
61,4,247286,13,4,10,3,4,1,0,3059,40,39,1
58,4,252775,9,4,12,1,4,1,0,0,50,39,1
25,4,117838,15,4,1,0,4,0,0,0,40,39,1
41,4,157390,4,4,10,1,4,1,0,0,40,39,0
41,6,150559,11,0,4,0,4,1,0,0,58,39,0
50,4,35453,15,2,1,1,4,0,0,1999,69,39,1
32,4,218915,11,4,3,1,4,1,0,0,58,39,0
19,4,168477,9,2,0,1,4,1,0,0,40,41,0
36,4,87122,15,4,3,0,4,0,0,0,50,39,0
25,4,83521,11,4,14,4,3,1,0,0,40,39,0
31,7,52362,11,4,6,4,4,1,7585,0,50,39,0
25,4,21419,8,4,8,0,4,0,0,0,40,0,1
25,4,73158,11,0,7,3,4,1,0,0,40,39,0
41,4,187360,11,0,12,3,4,0,0,0,22,17,1
41,4,254997,9,4,1,4,4,0,0,0,21,39,0
19,4,120805,0,2,1,0,4,0,0,0,36,39,0
50,2,207452,11,2,3,4,4,1,0,0,40,39,0
31,4,86498,2,2,0,1,4,1,0,0,12,39,0
57,4,150077,9,4,2,2,4,1,0,0,20,39,0
36,4,153434,11,2,8,3,4,0,0,0,40,39,0
49,4,216917,9,4,8,0,4,1,0,2917,22,39,0
24,4,147842,9,4,3,3,4,0,0,0,30,39,0
46,0,117132,9,3,6,1,4,1,0,0,22,39,0
20,4,266117,11,2,12,1,4,0,0,0,76,39,0
37,4,109192,15,4,8,5,4,0,0,0,40,39,0
68,4,45231,10,2,5,1,4,0,14896,0,57,0,0
25,2,169165,15,2,10,1,4,1,0,0,50,39,0
40,4,194077,15,0,3,4,4,0,3030,0,40,39,0
50,7,149039,15,4,10,1,2,0,0,0,59,39,1
31,5,310777,15,2,1,0,4,1,0,0,40,29,1
50,4,166640,9,4,1,1,4,0,0,0,40,39,1
68,4,185273,11,4,3,4,4,0,0,3083,40,39,1
19,5,155404,11,4,12,0,4,0,0,0,40,39,0
51,8,194350,5,4,13,5,4,1,0,0,40,39,1
35,6,153438,9,5,6,0,2,1,0,0,46,39,0
19,4,98928,15,2,8,3,4,1,0,0,36,8,0
62,4,311824,15,2,3,1,4,1,0,0,40,39,1
25,6,84049,1,4,8,1,4,1,0,0,40,27,0
57,6,59719,15,0,3,0,4,1,0,0,40,39,0
65,4,15392,5,2,8,5,3,1,0,0,40,39,0
46,4,111465,15,2,3,3,2,0,0,0,40,19,1
41,4,11427,9,4,4,1,4,1,0,0,35,39,1
68,4,149029,9,4,12,0,4,0,0,0,20,39,0
40,4,173165,9,4,1,0,1,1,0,1662,40,2,0
50,7,173252,11,2,0,4,4,0,0,0,50,39,1
32,4,144621,1,4,12,1,0,0,0,0,59,7,1
25,4,167616,7,4,10,1,1,1,0,0,40,39,1
50,7,89762,9,4,10,0,4,1,0,0,70,39,0
20,4,84793,9,4,3,1,4,1,0,0,36,39,0
64,4,83657,9,0,11,4,4,1,0,0,40,39,0
40,4,66826,14,0,12,0,2,1,0,0,40,39,1
19,4,145161,9,0,5,5,1,1,0,0,40,39,1
41,4,165160,15,4,10,5,4,1,0,0,21,39,0
19,6,75355,9,2,1,4,4,0,0,0,11,39,1
51,4,69447,15,2,3,4,4,1,0,0,40,22,1
63,4,154931,15,4,3,2,4,1,0,0,35,39,1
41,7,63266,14,2,6,1,4,1,0,0,40,39,0
46,4,246421,11,4,1,2,4,1,0,0,50,39,0
32,3,94200,14,4,8,3,4,1,0,0,40,33,0
50,4,86128,8,2,10,0,1,0,0,1896,45,26,0
50,6,105456,11,0,1,4,4,1,0,0,40,18,0
62,4,236916,15,4,7,0,4,0,0,0,69,39,1
20,6,200998,11,2,1,4,4,0,0,0,21,39,0
25,2,66549,11,2,4,3,2,0,0,0,45,39,1
41,4,94895,15,3,10,0,2,1,0,0,40,39,0
41,4,172021,11,2,12,3,4,1,0,1675,45,39,0
25,4,159216,8,2,4,3,4,0,0,2991,83,33,0
36,4,147280,15,2,3,4,4,0,0,0,40,39,0
41,4,147854,9,4,12,3,4,0,0,0,40,39,0
41,4,68425,1,4,13,5,4,1,0,0,20,39,0
58,1,302072,5,4,0,3,4,1,7228,0,45,39,1
41,4,177756,15,2,7,1,4,0,0,0,11,39,0
41,5,174729,15,6,10,4,4,1,0,0,35,39,0
41,4,49684,15,5,6,1,4,0,0,0,45,39,0
41,4,115984,7,0,10,0,4,0,0,0,58,39,1
41,5,330918,15,2,1,3,4,0,0,0,40,19,1
25,4,130592,11,2,6,1,2,0,0,0,40,29,0
69,6,147647,15,0,1,0,4,1,22996,1663,40,39,0
19,4,77117,9,2,10,0,4,0,0,0,21,39,0
45,2,266099,2,2,1,0,1,1,0,0,45,39,0
32,4,92195,8,4,8,5,4,1,0,0,20,39,0
25,4,81720,9,4,2,5,4,1,0,0,36,37,0
41,4,117722,9,4,10,1,4,0,0,0,40,34,0
50,4,70689,9,4,6,5,4,0,0,0,40,39,0
31,4,167450,12,2,8,1,4,0,0,0,40,39,0
36,4,165183,11,2,3,0,4,0,0,0,35,16,0
41,4,103509,15,2,6,0,4,1,0,0,40,39,1
32,7,194253,15,2,13,2,4,1,0,0,36,39,0
50,6,98522,4,4,8,4,1,1,0,1656,46,17,0
41,4,207113,4,4,4,2,4,1,0,0,40,22,1
41,5,307565,7,4,8,2,4,0,0,1669,21,24,0
25,4,296248,11,4,3,4,1,1,0,0,10,39,1
19,4,283245,11,2,0,0,4,1,0,0,40,19,1
41,4,188791,9,2,1,3,4,0,0,0,40,39,0
25,4,57098,11,4,3,0,4,0,0,0,40,39,0
25,4,210143,11,0,10,5,4,1,0,1896,50,39,0
25,4,193339,9,4,0,5,4,1,0,0,40,39,0
45,4,149582,11,4,8,1,3,0,7591,0,40,39,0
50,4,162374,15,2,12,0,4,0,0,0,40,0,1
25,4,97537,0,0,12,3,4,1,0,0,40,39,0
31,4,167314,15,0,4,1,4,1,0,0,50,39,0
69,4,200426,14,4,5,2,4,1,0,0,40,39,0
24,4,297229,8,0,10,1,4,0,0,0,20,39,0
41,4,187884,11,4,4,0,4,1,0,0,58,39,0
36,4,101120,12,4,8,4,4,1,0,0,40,39,0
45,4,142997,11,2,14,0,4,1,0,0,50,39,0
63,4,106762,9,4,10,1,1,0,0,0,22,39,0
66,5,69282,14,4,12,5,2,0,0,0,58,39,0
41,4,152929,11,4,10,0,4,1,0,0,40,39,1
45,4,72841,11,2,4,4,4,1,0,0,40,39,0
50,4,72124,15,2,1,4,4,0,0,0,69,39,0
41,6,76569,12,2,5,0,4,1,0,0,40,35,0
45,3,298310,5,4,7,0,4,1,0,0,40,37,0
24,4,46899,14,2,4,1,4,0,0,0,21,39,0
46,2,175050,5,2,1,1,4,0,0,0,40,39,0
68,7,140633,12,2,4,5,4,1,0,1095,40,39,0
25,1,213925,11,2,14,1,2,1,0,0,40,39,0
25,6,143664,10,2,10,0,4,1,0,0,69,39,1
25,4,95002,12,0,13,3,4,1,14621,0,59,39,1
64,4,161373,12,2,14,1,4,1,7185,1038,40,39,0
45,4,160790,9,4,13,0,4,1,0,1627,50,39,0
25,4,34031,15,0,3,0,4,1,0,0,40,10,0
25,2,249167,11,2,4,4,2,1,0,2837,40,39,0
32,2,154081,4,2,10,1,4,1,7070,0,58,39,1
50,4,115465,15,4,4,0,4,0,0,0,40,39,0
31,6,146523,9,6,12,5,2,1,0,0,40,39,0
63,4,106939,11,4,10,0,4,1,0,0,40,39,0
56,4,229375,6,2,10,4,1,1,0,0,40,39,1
41,4,257149,7,4,3,1,2,0,0,1655,58,39,0
50,4,21133,9,2,10,1,4,0,0,0,10,7,0
20,2,94902,15,4,6,1,4,1,0,0,45,6,1
37,4,170928,15,2,10,1,4,0,2867,0,50,3,0
31,7,103562,9,0,10,1,4,0,3396,0,22,39,0
50,4,180046,9,4,4,1,4,1,0,0,40,39,0
49,4,283964,15,1,7,0,4,1,0,0,58,39,0
20,4,233355,11,2,4,3,4,1,0,0,21,39,0
36,4,270842,6,2,7,0,4,1,2984,0,11,39,0
36,4,91148,9,4,7,1,4,0,0,0,40,39,1
25,4,31629,2,2,10,3,4,1,0,0,40,39,0
19,4,65942,11,5,3,5,4,1,3260,0,50,39,0
45,1,66589,11,4,4,0,4,1,0,0,57,39,1
51,4,155225,8,4,12,1,4,1,6705,0,40,39,0
24,4,82760,8,2,5,1,1,1,0,1896,21,39,0
20,4,269975,15,4,1,1,2,1,0,1899,40,39,1
24,1,167274,2,4,10,1,4,1,7214,0,40,39,0
40,4,63970,11,2,10,0,4,0,0,0,58,14,0
25,2,174186,7,2,3,1,1,1,0,0,10,39,0
25,0,238531,15,4,1,3,4,0,0,1117,50,39,0
25,4,204253,9,4,3,0,4,1,0,0,10,22,1
25,2,208698,11,4,12,0,4,1,0,1897,30,39,0
36,4,150912,11,4,4,1,4,1,0,0,40,39,0
36,4,146146,15,0,0,1,4,1,0,0,40,15,0
31,6,75247,14,4,10,1,4,0,0,0,40,32,0
19,4,58646,11,4,12,5,4,1,99742,0,40,39,0
25,4,197558,11,2,5,1,4,0,0,0,40,39,0
41,4,34894,9,2,13,1,4,0,0,0,40,39,0
67,2,48043,5,4,12,3,0,0,14713,0,45,39,0
36,7,94630,15,4,10,1,2,0,0,0,40,35,1
41,4,134357,11,1,10,1,4,1,0,0,40,39,0
19,4,156952,9,2,3,1,4,1,0,0,40,39,1
51,4,97543,3,4,1,0,4,1,0,1897,40,39,0
36,6,83339,15,2,12,1,4,0,0,0,40,39,0
64,7,20132,11,4,4,1,4,1,0,3107,40,22,0
19,0,279410,15,4,10,1,4,0,0,0,50,39,0
45,4,187856,15,6,7,5,4,0,0,0,40,39,0
41,4,159919,15,4,10,1,4,0,0,0,40,39,0
50,4,154787,11,4,14,1,4,1,0,1894,40,39,0
41,4,203034,9,2,1,3,0,0,0,0,70,39,1
32,4,30757,15,2,0,2,4,0,0,0,58,39,0
25,4,285620,9,2,12,1,1,1,0,0,21,39,1
36,3,94120,11,0,3,1,2,1,0,0,40,39,0
20,4,153879,15,2,14,4,2,1,0,0,40,39,0
36,4,88541,11,4,10,1,4,0,0,0,30,39,0
32,3,150597,11,4,9,0,1,0,0,3103,40,39,0
41,4,140304,11,2,1,0,4,1,0,0,40,39,0
25,6,239463,9,0,0,3,4,1,2994,0,36,39,0
40,7,104785,9,4,4,4,4,0,22025,1895,40,19,0
41,4,182033,8,4,1,1,4,0,0,0,21,39,0
31,4,146619,15,4,1,0,4,1,0,0,40,39,0
36,0,24996,12,4,14,5,4,1,0,0,10,39,1
64,7,153140,15,1,10,4,4,0,0,2001,40,39,0
50,4,161024,15,4,4,1,4,0,0,0,40,34,1
24,6,148482,11,4,4,5,4,1,0,0,35,39,1
36,4,276412,11,4,10,4,4,1,0,0,36,39,1
25,4,288519,9,4,10,0,4,0,0,0,12,39,1
37,6,61712,15,0,3,0,4,0,0,0,21,39,1
68,7,182762,15,4,0,4,4,1,0,0,57,26,0
49,4,26789,9,5,12,1,4,1,0,0,40,39,0
57,6,156611,8,2,10,0,0,1,0,0,36,14,1
45,4,204939,15,4,14,2,4,1,0,0,40,39,0
36,4,146723,15,2,8,0,4,0,98559,0,20,39,0
32,4,39835,15,2,10,1,1,1,0,0,46,39,0
36,4,58025,8,2,10,1,4,1,0,1990,40,41,0
19,4,123243,9,4,7,1,4,1,0,0,46,39,1
56,4,28291,15,2,1,1,4,1,0,0,50,39,1
61,6,80480,7,2,4,0,4,1,0,0,40,39,0
45,4,188765,5,4,13,5,4,1,0,0,21,39,0
31,4,28913,1,4,4,0,4,1,0,0,22,39,0
31,4,268929,15,4,3,5,4,1,3574,0,40,39,0
46,4,136376,15,2,6,4,4,0,0,0,57,39,0
25,4,109335,9,0,10,4,4,1,0,0,21,39,0
31,4,150539,7,0,4,1,4,1,0,1898,30,39,1
20,4,97948,15,4,10,2,4,1,0,0,45,8,0
31,4,146883,15,4,12,1,4,0,0,0,58,39,1
31,4,208994,6,4,10,3,4,1,0,0,40,27,1
31,2,111456,15,2,4,0,4,1,0,1896,40,39,1
24,4,140806,11,0,12,3,4,1,0,0,40,39,0
45,5,160473,15,4,12,4,3,0,3081,0,21,39,0
45,4,162200,11,4,3,1,4,0,0,2359,44,39,0
25,0,156477,11,4,10,0,4,0,3051,0,21,33,0
20,4,83489,9,4,10,1,4,0,0,0,45,39,1
41,4,92788,11,4,4,0,4,0,2820,0,40,39,0
25,4,106802,11,2,5,3,4,1,0,0,45,39,0
41,4,91025,11,2,4,3,2,0,0,0,40,39,1
